Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD
1679,04-May-16,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,500000.0
1680,04-May-16,Indee,Consumer Internet,Web Video Streaming Platform,Bangalore,Kalaari Capital Accelerator Program,Seed Funding,500000.0
1681,05-May-16,Unbxd,Technology,eCommerce product discovery software,New Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",Private Equity,
1682,05-May-16,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed Funding,375000.0
1683,06-May-16,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,1000000.0
1684,06-May-16,Meesho,E-commerce,Social commerce platform,Bangalore,Rajul Garg & Others,Seed Funding,
1685,07-May-16,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed Funding,75000.0
1686,09-May-16,Locus,Technology,Logistics Intelligence platform,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,2750000.0
1687,09-May-16,Toko Innovations,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bangalore,"Roopak Saluja, Vishal Khare",Seed Funding,450000.0
1688,09-May-16,Rentickle,E-commerce,"Furniture, appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,250000.0
1689,10-May-16,HealthifyMe,Consumer Internet,Health & Fitness App,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,6000000.0
1690,10-May-16,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,1500000.0
1691,10-May-16,InnoNano Research,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity,18000000.0
1692,10-May-16,SchoolWear,E-commerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed Funding,1500000.0
1693,10-May-16,Swiggy,Consumer Internet,Food Delivery Platform,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,7000000.0
1694,11-May-16,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,Undisclosed Investors,Private Equity,900000.0
1695,11-May-16,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity,
1696,11-May-16,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,100000000.0
1697,12-May-16,Unacademy,Consumer Internet,Free Online Education Platform,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,500000.0
1698,12-May-16,Capital Float,Consumer Internet,Online Lending Platform,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,25000000.0
1699,12-May-16,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,150000.0
1700,12-May-16,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed Funding,
1701,12-May-16,ShabdNagari,Consumer Internet,Hindi social networking portal,Kanpur,ah! Ventures,Seed Funding,
1702,12-May-16,Galleri5,Consumer Internet,Visual Content Discovery platform,Bangalore,"Phanindra Sama, Raghunandan G,",Seed Funding,
1703,12-May-16,Derbii,Logistics,Carpooling Services,Gurgaon,Anurag Chauhan,Seed Funding,
1704,13-May-16,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,13500000.0
1705,13-May-16,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,2200000.0
1706,16-May-16,Smartivity,E-commerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity,1000000.0
1707,16-May-16,BedBathMore,Consumer Internet,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,
1708,17-May-16,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity,
1709,17-May-16,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,
1710,17-May-16,Blinge,E-commerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,
1711,18-May-16,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bangalore,YourNest Angel Fund,Seed Funding,250000.0
1712,18-May-16,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding,100000.0
1713,18-May-16,Fundamentor,Education,Aptitude Development Program,Pune,Subramanya SV,Seed Funding,
1714,18-May-16,EduPristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,10000000.0
1715,18-May-16,BhiveWorkspace,Reality,Co-Working Spaces,Bangalore,Blume Ventures,Private Equity,1000000.0
1716,18-May-16,Parentlane,Consumer Internet,Parenting & Child Care app,Bangalore,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,
1717,19-May-16,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed Funding,1000000.0
1718,19-May-16,Niki.ai,Technology,Artificial Intelligence Platform,Bangalore,Ratan Tata,Private Equity,
1719,19-May-16,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed Funding,500000.0
1720,19-May-16,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,500000.0
1721,20-May-16,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed Funding,300000.0
1722,23-May-16,EduRev,Consumer Internet,Online Learning Platform,Gurgaon,Pradeep Reddy Kamasan,Seed Funding,
1723,23-May-16,Hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed Funding,89000.0
1724,24-May-16,Eatonomist,Consumer Internet,Food Delivery Platform,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed Funding,
1725,24-May-16,Goalwise,Consumer Internet,Online investment platform,Bangalore,Undisclosed HNIs,Seed Funding,1000000.0
1726,25-May-16,Roast,Consumer Internet,Mobile entertainment App,New Delhi,Indian Angel Network,Seed Funding,
1727,25-May-16,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,Private Equity,1500000.0
1728,25-May-16,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding,100000.0
1729,25-May-16,SheThePeople,Consumer Internet,Digital platform for Women,New Delhi,Anand Mahindra,Seed Funding,
1730,26-May-16,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bangalore,"FF Angel, Sequoia Capital",Private Equity,2000000.0
1731,26-May-16,Consure Medical,Healthcare,Medical Devices Kit manufacturer,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,
1732,26-May-16,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed Funding,475000.0
1733,27-May-16,Pianta,Consumer Internet,Online healthcare service discovery platform,Bangalore,"Kunal Shah, Sandeep Tandon",Seed Funding,
1734,30-May-16,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,200000.0
1735,31-May-16,Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,New Delhi,Ashish Gupta and other undisclosed investors,Seed Funding,
1736,31-May-16,Koovs,E-commerce,Apparel & Lifestyle eTailer,New Delhi,HT Media Ltd,Private Equity,4400000.0
1737,31-May-16,CCavenue,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,8900000.0
1738,31-May-16,1mg,E-commerce,Online Pharmacy,Gurgaon,HBM Healthcare Investments,Private Equity,
1739,31-May-16,Tpot,Food & Beverage,QSR Chain,Gurgaon,Ashish Gupta,Seed Funding,
1740,31-May-16,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,175000.0
1741,01-Apr-16,Dil Mil,Consumer Internet,Matchmaking Mobile App,Chandigarh,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,2700000.0
1742,01-Apr-16,PicsDream,Consumer Internet,Online Marketplace for Photographers,Delhi,Raman Roy,Seed Funding,
1743,01-Apr-16,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed Funding,
1744,04-Apr-16,Housing,Consumer Internet,Real Estate Portal,Mumbai,Vineet Singh,Private Equity,
1745,04-Apr-16,Roll Mafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Equentia Natural Resource & Other undisclosed investors,Seed Funding,
1746,04-Apr-16,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,25000000.0
1747,04-Apr-16,Highway Delite,Consumer Internet,Various Highway Help Services,Bangalore,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,
1748,05-Apr-16,Cult Fitness,Healthcare,Healthcare training programs,Bangalore,Mukesh Bansal,Seed Funding,
1749,05-Apr-16,Haptik,Technology,Personal Assistant App,Mumbai,Times Internet Ltd,Private Equity,
1750,05-Apr-16,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",Private Equity,
1751,06-Apr-16,Shipsy,Logistics,Logistics Solutions,Gurgaon,DTDC Express Ltd,Private Equity,1000000.0
1752,06-Apr-16,gear6,Consumer Internet,Online bike service and repairs platform,Bangalore,Ninestarter,Seed Funding,500000.0
1753,06-Apr-16,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,6000000.0
1754,06-Apr-16,Petoo,Consumer Internet,Online Food Delivery Platform,Bangalore,Axilor Ventures,Private Equity,1000000.0
1755,07-Apr-16,Truly Social,Consumer Internet,Mobile Gaming Studio,London,Nazara Technologies Pvt Ltd,Private Equity,
1756,08-Apr-16,Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",New Delhi,"IDG, Indian Angel Network",Seed Funding,
1757,08-Apr-16,Vahan,Education,Mobile Education Platform,Chennai,Villgro,Seed Funding,
1758,08-Apr-16,imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,40000.0
1759,11-Apr-16,Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding,200000.0
1760,11-Apr-16,Vegfru,E-commerce,Online Fruit & Vegetable Marketplace,New Delhi,Wingify,Seed Funding,
1761,11-Apr-16,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,100000000.0
1762,11-Apr-16,PriceRaja,Consumer Internet,Price Comparison Portal,Gurgaon,Prashant Puri,Seed Funding,300000.0
1763,12-Apr-16,MagicX,Consumer Internet,On-Demand Task Management App,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,1000000.0
1764,12-Apr-16,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Shaan,Seed Funding,
1765,12-Apr-16,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,
1766,12-Apr-16,Indi.com,Consumer Internet,Video Social Network,,Anil Kapoor,Seed Funding,
1767,13-Apr-16,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,1000000.0
1768,13-Apr-16,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding,150000.0
1769,13-Apr-16,Hippily,E-commerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,250000.0
1770,13-Apr-16,kredX,E-commerce,Invoice discounting\\xc2\\xa0 Marketplace,Bangalore,"Prime Venture Partners,",Seed Funding,750000.0
1771,14-Apr-16,Wedwise,Consumer Internet,Wedding related services community,New Delhi,StartUp Equity Partners,Seed Funding,
1772,14-Apr-16,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,100000.0
1773,15-Apr-16,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,
1774,15-Apr-16,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,New Delhi,Mount Nathan Advisors,Seed Funding,1000000.0
1775,15-Apr-16,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,
1776,15-Apr-16,Vyomo,Consumer Internet,On-Demand Beauty Service provider,New Delhi,Naturals Salon Chain,Private Equity,15000000.0
1777,15-Apr-16,Organicshop,E-commerce,Marketplace for organic products,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,
1778,15-Apr-16,MInd Your Fleet,Consumer Internet,Car Rental Software,Noida,Undisclosed Investors,Seed Funding,
1779,15-Apr-16,NestAway,Consumer Internet,Furnished Home Rental Platform,Bangalore,Tiger Global,Private Equity,30000000.0
1780,15-Apr-16,Tapchief,Consumer Internet,Expert Advice Platform,Bangalore,Vijay Shekhar Sharma,Seed Funding,150000.0
1781,18-Apr-16,Rapido,Consumer Internet,Bike Aggregator App,Bangalore,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Private Equity,
1782,18-Apr-16,Yufta,E-commerce,Women\\xe2\\x80\\x99s Fashion ECommerce Portal,Bangalore,Ajay Data & other HNIs,Seed Funding,
1783,18-Apr-16,Smytten,E-commerce,Online Discovery and Shopping Platform,Gurgaon,Rajan Anandan,Seed Funding,
1784,18-Apr-16,Houssup,Consumer Internet,interior design and home furnishing portal,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed Funding,
1785,18-Apr-16,Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,Paytm & existing investors,Private Equity,10000000.0
1786,18-Apr-16,Tork Motocycles,Auto,Electric Motorcycle Manufacturer,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,
1787,19-Apr-16,Betaout,E-commerce,customer intelligence and marketing automation platform,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000.0
1788,19-Apr-16,DriversCart,Consumer Internet,on-demand chauffeur provider,Chennai,ah! Ventures,Seed Funding,450000.0
1789,19-Apr-16,LensKart,E-commerce,Eyewear etailing platform,New Delhi,Ratan Tata,Private Equity,
1790,19-Apr-16,CollegeDekho,Consumer Internet,College & Student information platform,New Delhi,Man Capital,Private Equity,2000000.0
1791,19-Apr-16,OYOfit,Consumer Internet,Fitness Services Aggregator platform,Bangalore,RN Agarwal,Seed Funding,
1792,19-Apr-16,Oliveboard,Consumer Internet,Online exam practice & preparation platform,Bangalore,India Educational Investment Fund,Private Equity,
1793,19-Apr-16,Simplilearn,Consumer Internet,Online certification platform,Bangalore,Brand Capital,Private Equity,
1794,20-Apr-16,1mg,E-commerce,Online Pharmacy,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000.0
1795,20-Apr-16,Fashalot,Consumer Internet,Fashion and Store discovery mobile app,New Delhi,"YourNest Angel Fund, Rajul Garg",Seed Funding,
1796,20-Apr-16,Broomberg,Consumer Internet,Cleaning Services Provider,New Delhi,Undisclosed Angel investors & HNIs,Seed Funding,
1797,21-Apr-16,m.paani,Consumer Internet,Loyalty rewards platform,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Funding,
1798,21-Apr-16,Yufta,E-commerce,hyperlocal fashion retail platform,Jaipur,Ajay Data & undisclosed HNIs,Seed Funding,
1799,21-Apr-16,mishTag,Consumer Internet,"Style, Fashion Discovery Mobile app",New Delhi,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed Funding,
1800,21-Apr-16,Advanced Structures India,Auto,Automotive Design and Engineering company,Bangalore,GirnarSoft,Private Equity,
1801,22-Apr-16,Licious,E-commerce,Mobile based Meat ordering App,Bangalore,Mayfield India II Management Ltd,Private Equity,3000000.0
1802,22-Apr-16,Knolskae,Consumer Internet,Educational Gamification & Simulation platform,Bangalore,"Inventus Capital Partners, HR Fund",Private Equity,
1803,22-Apr-16,Druva,Technology,Converged Backup & Data Protection Solutions for Enterprises,Pune,"NTT Finance, Telephone Corporation",Private Equity,
1804,22-Apr-16,TOKO Innovation Studios,Consumer Internet,Children\xe2\x80\x99s Entertainment Games & Products,New Delhi,Indian Angel network,Seed Funding,450000.0
1805,25-Apr-16,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding,200000.0
1806,25-Apr-16,intouchapp,Consumer Internet,Contact Management Mobile App,Pune,Blume Ventures,Seed Funding,
1807,25-Apr-16,Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,550000.0
1808,26-Apr-16,Transerv,Consumer Internet,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,15000000.0
1809,26-Apr-16,ClearTax,Consumer Internet,Online filing of Tax returns,Bangalore,"Max Levchin, Scott Banister",Private Equity,1300000.0
1810,26-Apr-16,Roposo,E-commerce,Social Fashion ECommerce Discovery platform,Gurgaon,Bertelsmann India Investments,Private Equity,15000000.0
1811,27-Apr-16,MilkBasket,Consumer Internet,Micro Grocery Delivery Platform,Gurgaon,EVC Ventures,Seed Funding,500000.0
1812,27-Apr-16,CareonGO,Consumer Internet,Online Pharmacy,,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed Funding,
1813,27-Apr-16,RailYatri,Consumer Internet,Train Related Information portal,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private Equity,
1814,27-Apr-16,ICHR,Consumer Internet,Mobile based Children health Information app,New Delhi,Undisclosed,Seed Funding,450000.0
1815,27-Apr-16,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Axilor Ventures,Private Equity,
1816,28-Apr-16,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,600000.0
1817,28-Apr-16,DocsApp,Consumer Internet,Online Doctor Discovery & Chat platform,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1200000.0
1818,29-Apr-16,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed Funding,500000.0
1819,29-Apr-16,LetReach,E-commerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,100000.0
1820,01-Mar-16,DriveU,Consumer Internet,Chauffeurs Discovery for private car owners,Bangalore,Unitus Seed Fund,Seed Funding,
1821,01-Mar-16,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bangalore,RoundGlass Partners,Private Equity,
1822,01-Mar-16,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,S Chand & Co,Private Equity,
1823,01-Mar-16,IQlect,Technology,Big Data Analytics Platform,Bangalore,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,
1824,02-Mar-16,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,600000.0
1825,02-Mar-16,Skedool,Consumer Internet,AI based Office Assistant Mobile App,Prayagraj,"Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,
1826,02-Mar-16,Systemantics,Technology,Industrial robots maker,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,1400000.0
1827,03-Mar-16,Vertuals,Technology,Audio Visual Digital Content creators for Brands,Mumbai,Dino Morea,Seed Funding,
1828,03-Mar-16,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000.0
1829,03-Mar-16,Shouut,Consumer Internet,Social Discovery Mobile app,New Delhi,Undisclosed investor,Seed Funding,500000.0
1830,04-Mar-16,TinyStep,Consumer Internet,Parenting Social Network Platform,Bangalore,Matt Glickman,Private Equity,
1831,04-Mar-16,Aahaa,E-commerce,Office Products Super Store,Chennai,"YourNest Angel Fund,",Private Equity,1000000.0
1832,04-Mar-16,Arcatron Mobility,Technology,Smart wheelchair Design and Development,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,
1833,04-Mar-16,FTCash,Consumer Internet,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed Funding,150000.0
1834,04-Mar-16,Civilsdaily,Consumer Internet,Civil Services News Aggregator,New Delhi,Manoj Kumar & Other undisclosed investors,Seed Funding,
1835,04-Mar-16,Zappka,Consumer Internet,Mobile App discovery and review platform,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding,100000.0
1836,04-Mar-16,Tarusa World,E-commerce,Handicraft products eTailer,Mumbai,Mohit Gulati,Seed Funding,
1837,04-Mar-16,medECUBE,Healthcare,Healthcare related Services provider,Gurgaon,Artiman Ventures,Private Equity,4000000.0
1838,07-Mar-16,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,500000.0
1839,07-Mar-16,Ninjacart,E-commerce,B2B marketplace for Farmers & Retailers,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,3000000.0
1840,07-Mar-16,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,500000.0
1841,07-Mar-16,Vanity Cube,Consumer Internet,Hyperlocal Beauty Services platform,New Delhi,Unicorn Ventures,Seed Funding,250000.0
1842,07-Mar-16,Wooplr,E-commerce,Curated Fashion ECommerce portal,Bangalore,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,
1843,07-Mar-16,Medidaili,Consumer Internet,Medical Support service platform,Bangalore,Undisclosed private investors,Seed Funding,100000.0
1844,08-Mar-16,Finomena,Technology,Credit Worthiness Big Data Analytics,New Delhi,Matrix Partners India,Private Equity,
1845,08-Mar-16,Cookaroo,Consumer Internet,Food Delivery Platform,Bangalore,Vijay Krishna Yadav,Seed Funding,
1846,08-Mar-16,vPhrase Analytics,Technology,AI based data analytics platform,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed Funding,
1847,08-Mar-16,LoveCycles,Consumer Internet,Women\\xe2\\x80\\x99s health Tracker,Bangalore,Prime Venture Partners,Seed Funding,750000.0
1848,08-Mar-16,Kartrocket,E-commerce,ECommerce SAAS platform,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8000000.0
1849,08-Mar-16,dunzo,Consumer Internet,Daily Task Management App,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,650000.0
1850,09-Mar-16,Indiamart,E-commerce,B2B Marketplace for SMBs,Noida,Amadeus Capital,Private Equity,
1851,09-Mar-16,SmartVizX,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0
1852,09-Mar-16,MyGubbi,Real Estate,Interior Design & Home D\\xc3\\xa9cor Solutions,Bangalore,"Vipul Parekh, ajesh K Murthy,",Seed Funding,2500000.0
1853,09-Mar-16,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed Funding,1000000.0
1854,09-Mar-16,Cloudacar,Consumer Internet,Carpooling Mobile App,Pune,"Amit Choudhary, Anuj Puri",Seed Funding,
1855,09-Mar-16,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,400000.0
1856,09-Mar-16,Yana,Consumer Internet,Personal AI Transaction Engine App,Gurgaon,"Puneet Gupta,",Seed Funding,
1857,10-Mar-16,Big Fish Ventures,Food & Beverage,premium dining lounges Chain,New Delhi,Undisclosed investors,Private Equity,11100000.0
1858,10-Mar-16,Stylflip,E-commerce,Pre-Owned Fashion marketplace mobile app,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,
1859,10-Mar-16,Icertis,Technology,Contract Management Software Solutions platform,Pune,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000.0
1860,10-Mar-16,Supplified,E-commerce,Construction material eTailer,New Delhi,Mohit Goel,Seed Funding,1000000.0
1861,11-Mar-16,JollyFoodFellow,Technology,Food Related Marketing & Branding platform,Ahmedabad,Janak Parikh,Seed Funding,
1862,14-Mar-16,PinkBlue,E-commerce,Medical Supplies eTailer,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,223608.0
1863,14-Mar-16,TruckingCube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,Agarwal Movers Group,Private Equity,14900000.0
1864,14-Mar-16,eSwasthya,Consumer Internet,Online Medicine Delivery Aggregator,Ahmedabad,Hemang Sahani,Seed Funding,
1865,15-Mar-16,FlipClass,Consumer Internet,Tutor Search Platform,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,1000000.0
1866,15-Mar-16,Proximit,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Funding,150000.0
1867,15-Mar-16,WithMe,Consumer Internet,Personalized Fashion App,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,250000.0
1868,16-Mar-16,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,180000.0
1869,16-Mar-16,Avagmah,Consumer Internet,Online Education Portal,Bangalore,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,
1870,16-Mar-16,WorkIndia,Consumer Internet,Online Job Board,Mumbai,Beenext,Seed Funding,
